2144	13:12	13:19	13:21	13:24	13:26	13:31	13:36	13:40	13:47	13:56	14:07	14:11	14:14	14:16	14:20	14:22	14:25	14:28	14:31	14:38															
2148	13:39	13:46	13:48	13:51	13:53	13:58	14:03	14:07	14:14	14:23	14:34	14:38	14:41	14:43	14:47	14:49	14:52	14:55	14:58	15:05															
2358																												15:18	15:27	15:38	15:48	15:56	16:01	16:06	16:21
2150	14:09	14:16	14:18	14:21	14:23	14:28	14:33	14:37	14:44	14:53	15:04	15:08	15:11	15:13	15:17	15:19	15:22	15:25	15:28	15:35															
2152	14:37	14:44	14:46	14:49	14:51	14:56	15:01	15:05	15:12	15:21	15:32	15:36	15:39	15:41	15:45	15:47	15:50	15:53	15:56	16:03															
2154	15:00	15:07	15:09	15:12	15:14	15:19	15:24	15:28	15:35	15:44	15:55	15:59	16:02	16:04	16:08	16:10	16:13	16:16	16:19	16:26															
2360																										16:50	16:53	17:03	17:13	17:24	17:33	17:42	17:46	17:52	18:07
2158	15:20	15:27	15:29	15:32	15:34	15:39	15:44	15:48	15:55	16:04	16:15	16:19	16:22	16:24	16:28	16:30	16:33	16:36	16:39	16:48	16:55	17:00	17:04		17:10	17:19	17:22	17:31	17:41	17:51	18:00	18:09	18:13	18:20	18:35
2160	15:46	15:53	15:55	15:58	16:00	16:05	16:10	16:14	16:21	16:30	16:41	16:45	16:48	16:50	16:54	16:56	16:59	17:02	17:05	17:12															
2164	16:11	16:18	16:20	16:23	16:25	16:30	16:35	16:39	16:46	16:55	17:06	17:10	17:13	17:15	17:19	17:21	17:24	17:27	17:30	17:37															
2166	16:31	16:38	16:40	16:43	16:45	16:50	16:55	16:59	17:06	17:15	17:26	17:30	17:33	17:35	17:39	17:41	17:44	17:47	17:50	17:59	18:12	18:17	18:21		18:27	18:34	18:37	18:48	18:58	19:08	19:17	19:26	19:30	19:37	19:52
2168	16:56	17:03	17:05	17:08	17:10	17:15	17:20	17:24	17:31	17:40	17:51	17:55	17:58	18:00	18:04	18:06	18:09	18:12	18:15	18:22															
2362																										18:50	18:53	19:03	19:13	19:28	19:37	19:46	19:50	19:56	20:11
2170	17:17	17:24	17:26	17:29	17:31	17:36	17:41	17:45	17:52	18:01	18:12	18:16	18:19	18:21	18:25	18:27	18:30	18:33	18:36	18:45	18:50	18:55	18:59		19:05	19:12	19:15	19:24	19:38	19:48	19:57	20:06	20:10	20:17	20:32
2172	17:36	17:43	17:45	17:48	17:50	17:55	18:00	18:04	18:11	18:20	18:31	18:35	18:38	18:40	18:44	18:46	18:49	18:52	18:55	19:02															
2174	17:56	18:03	18:05	18:08	18:10	18:15	18:20	18:24	18:31	18:40	18:51	18:55	18:58	19:00	19:04	19:06	19:09	19:12	19:15	19:22															
2176	18:15	18:22	18:24	18:27	18:29	18:34	18:39	18:43	18:50	18:59	19:10	19:14	19:17	19:19	19:23	19:25	19:28	19:31	19:34	19:43	19:48	19:53	19:57		20:03	20:10	20:14	20:23	20:32	20:42	20:52	21:00	21:05	21:11	21:26
2178	18:28	18:35	18:37	18:40	18:42	18:47	18:52	18:56	19:03	19:12	19:23	19:27	19:30	19:32	19:36	19:38	19:41	19:44	19:47	19:54															
2180	18:56	19:03	19:05	19:08	19:10	19:15	19:20	19:24	19:31	19:40	19:51	19:55	19:58	20:00	20:04	20:06	20:09	20:12	20:15	20:22															
2182	19:24	19:31	19:33	19:36	19:38	19:43	19:48	19:52	19:59	20:08	20:19	20:23	20:26	20:28	20:32	20:34	20:37	20:40	20:43	20:50															
2186	19:48	19:55	19:57	20:00	20:02	20:07	20:12	20:16	20:23	20:32	20:43	20:47	20:50	20:52	20:56	20:58	21:01	21:04	21:07	21:16	21:21	21:26	21:30		21:36	21:43	21:46	21:57	22:11	22:21	22:30	22:39	22:43	22:50	23:05
2190	20:22	20:29	20:31	20:34	20:36	20:41	20:46	20:50	20:57	21:06	21:17	21:21	21:24	21:26	21:30	21:32	21:35	21:38	21:41	21:48															
2194	20:55	21:02	21:04	21:07	21:09	21:14	21:19	21:23	21:30	21:39	21:50	21:54	21:57	21:59	22:03	22:05	22:08	22:11	22:14	22:21															
2198	21:19	21:26	21:28	21:31	21:33	21:38	21:43	21:47	21:54	22:03	22:14	22:18	22:21	22:23	22:27	22:29	22:32	22:35	22:38	22:45															
2366																										23:23	23:26	23:36	23:46	23:57	00:06	00:15	00:19	00:25	00:40
